Episode,Train_Reward,Val_Reward,Epsilon,Learning_Rate
1522,906.4000145420432,,0.01,2.5e-05
1523,421.03559897840023,,0.01,2.5e-05
1524,893.5065119862556,,0.01,2.5e-05
1525,943.700007557869,,0.01,2.5e-05
1526,936.799983561039,,0.01,2.5e-05
1527,891.1504594385624,,0.01,2.5e-05
1528,336.0465176254511,,0.01,2.5e-05
1529,883.8187725171447,,0.01,2.5e-05
1530,937.4000225663185,,0.01,2.5e-05
1531,938.1999846100807,,0.01,2.5e-05
1532,309.25265838205814,,0.01,2.5e-05
1533,644.4089514687657,,0.01,2.5e-05
1534,887.8788080587983,,0.01,2.5e-05
1535,896.6329747140408,,0.01,2.5e-05
1536,937.0000165477395,,0.01,2.5e-05
1537,930.3999853655696,,0.01,2.5e-05
1538,547.4359128475189,,0.01,2.5e-05
1539,926.6000128239393,,0.01,2.5e-05
1540,906.5000308007002,,0.01,2.5e-05
1541,417.64706421643496,,0.01,2.5e-05
1542,864.6302496939898,,0.01,2.5e-05
1543,444.8916437253356,,0.01,2.5e-05
1544,892.2780186980963,,0.01,2.5e-05
1545,933.900008186698,,0.01,2.5e-05
1546,852.5423541292548,,0.01,2.5e-05
1547,855.32643353194,,0.01,2.5e-05
1548,896.7637562900782,,0.01,2.5e-05
1549,884.4720176979899,,0.01,2.5e-05
1550,934.3999905511737,,0.01,2.5e-05
1551,882.4561564177275,,0.01,2.5e-05
1552,871.3261460363865,,0.01,2.5e-05
1553,931.5999718979001,,0.01,2.5e-05
1554,940.7999898940325,,0.01,2.5e-05
1555,581.9672119691968,,0.01,2.5e-05
1556,889.8304890543222,,0.01,2.5e-05
1557,938.8000210374594,,0.01,2.5e-05
1558,890.0990044623613,,0.01,2.5e-05
1559,934.199978813529,,0.01,2.5e-05
1560,936.5999764874578,,0.01,2.5e-05
1561,890.1315610930324,,0.01,2.5e-05
1562,880.891744248569,,0.01,2.5e-05
1563,920.7999741733074,,0.01,2.5e-05
1564,878.9789695218205,,0.01,2.5e-05
1565,869.0721372365952,,0.01,2.5e-05
1566,934.699983432889,,0.01,2.5e-05
1567,858.4905730560422,,0.01,2.5e-05
1568,871.0611181333661,,0.01,2.5e-05
1569,858.7301301062107,,0.01,2.5e-05
1570,937.9000084400177,,0.01,2.5e-05
1571,857.5971854776144,,0.01,2.5e-05
1572,191.66667268425226,,0.01,2.5e-05
1573,887.1382889896631,,0.01,2.5e-05
1574,929.8999684080482,,0.01,2.5e-05
1575,885.5595462918282,,0.01,2.5e-05
1576,941.5999846607447,,0.01,2.5e-05
1577,892.509340763092,,0.01,2.5e-05
1578,889.7959355264902,,0.01,2.5e-05
1579,940.8999798372388,,0.01,2.5e-05
1580,883.1081384569407,,0.01,2.5e-05
1581,937.0000134781003,,0.01,2.5e-05
1582,852.8302002474666,,0.01,2.5e-05
1583,874.1697321385145,,0.01,2.5e-05
1584,892.5373337268829,,0.01,2.5e-05
1585,893.079567797482,,0.01,2.5e-05
1586,52.727269649505615,,0.01,2.5e-05
1587,862.2641627416015,,0.01,2.5e-05
1588,771.2871237248182,,0.01,2.5e-05
1589,929.9999697506428,,0.01,2.5e-05
1590,933.1000061780214,,0.01,2.5e-05
1591,914.0999904423952,,0.01,2.5e-05
1592,605.2979908138514,,0.01,2.5e-05
1593,896.3636256828904,,0.01,2.5e-05
1594,329.8507432565093,,0.01,2.5e-05
1595,867.5324853882194,,0.01,2.5e-05
1596,877.3584977537394,,0.01,2.5e-05
1597,932.100014925003,,0.01,2.5e-05
1598,859.7069886624813,,0.01,2.5e-05
1599,867.3590855076909,,0.01,2.5e-05
1600,892.8057500496507,811.3477531172225,0.01,2.5e-05
1601,896.5870083719492,,0.01,2.5e-05
1602,868.0511265844107,,0.01,2.5e-05
1603,270.607030980289,,0.01,2.5e-05
1604,936.8000211045146,,0.01,2.5e-05
1605,876.1091931164265,,0.01,2.5e-05
1606,931.9000168591738,,0.01,2.5e-05
1607,896.575314797461,,0.01,2.5e-05
1608,934.6999898031354,,0.01,2.5e-05
1609,886.1591527760029,,0.01,2.5e-05
1610,936.8000151887536,,0.01,2.5e-05
1611,938.9999952092767,,0.01,2.5e-05
1612,933.6999788060784,,0.01,2.5e-05
1613,862.3287400007248,,0.01,2.5e-05
1614,878.0564248263836,,0.01,2.5e-05
1615,873.282412417233,,0.01,2.5e-05
1616,856.9230492785573,,0.01,2.5e-05
1617,889.36169821769,,0.01,2.5e-05
1618,837.716246753931,,0.01,2.5e-05
1619,268.79432382434607,,0.01,2.5e-05
1620,432.7102707400918,,0.01,2.5e-05
1621,887.9154148995876,,0.01,1.25e-05
1622,790.8450896516442,,0.01,1.25e-05
1623,936.3999764844775,,0.01,1.25e-05
1624,881.1912211626768,,0.01,1.25e-05
1625,808.4967040717602,,0.01,1.25e-05
1626,882.2063820511103,,0.01,1.25e-05
1627,883.713381677866,,0.01,1.25e-05
1628,577.1929930076003,,0.01,1.25e-05
1629,882.7586301118135,,0.01,1.25e-05
1630,856.5217080265284,,0.01,1.25e-05
1631,890.0331957787275,,0.01,1.25e-05
1632,934.800022624433,,0.01,1.25e-05
1633,866.4179300665855,,0.01,1.25e-05
1634,888.6792524755001,,0.01,1.25e-05
1635,845.5128438919783,,0.01,1.25e-05
1636,938.499982200563,,0.01,1.25e-05
1637,831.9526589587331,,0.01,1.25e-05
1638,331.0344859883189,,0.01,1.25e-05
1639,887.6161054447293,,0.01,1.25e-05
1640,878.1931300386786,,0.01,1.25e-05
1641,885.401431709528,,0.01,1.25e-05
1642,866.8873862177134,,0.01,1.25e-05
1643,875.6944327577949,,0.01,1.25e-05
1644,840.3973208218813,,0.01,1.25e-05
1645,923.800007507205,,0.01,1.25e-05
1646,501.32888624072075,,0.01,1.25e-05
1647,896.1390231475234,,0.01,1.25e-05
1648,876.8340033814311,,0.01,1.25e-05
1649,867.9715065583587,,0.01,1.25e-05
1650,223.33333333581686,,0.01,1.25e-05
1651,882.8571168631315,,0.01,1.25e-05
1652,857.3770483881235,,0.01,1.25e-05
1653,871.9298404380679,,0.01,1.25e-05
1654,901.7999685034156,,0.01,1.25e-05
1655,896.3898708969355,,0.01,1.25e-05
1656,938.4999823868275,,0.01,1.25e-05
1657,913.2000257745385,,0.01,1.25e-05
1658,863.9344253465533,,0.01,1.25e-05
1659,888.9705937430263,,0.01,1.25e-05
1660,883.1649617105722,,0.01,1.25e-05
1661,889.2472926750779,,0.01,1.25e-05
1662,857.2368244975805,,0.01,1.25e-05
1663,888.5057540312409,,0.01,1.25e-05
1664,876.6081567332149,,0.01,1.25e-05
1665,873.4848623126745,,0.01,1.25e-05
1666,896.6329750046134,,0.01,1.25e-05
1667,678.1250225305557,,0.01,1.25e-05
1668,861.651933901012,,0.01,1.25e-05
1669,870.7792388945818,,0.01,1.25e-05
1670,893.079567797482,,0.01,1.25e-05
1671,881.538433201611,,0.01,1.25e-05
1672,927.5999823957682,,0.01,1.25e-05
1673,881.4814889878035,,0.01,1.25e-05
1674,892.7272619828582,,0.01,1.25e-05
1675,934.0000041350722,,0.01,1.25e-05
1676,883.6065567061305,,0.01,1.25e-05
1677,878.4615109711885,,0.01,1.25e-05
1678,877.7070304974914,,0.01,1.25e-05
1679,804.9429895430803,,0.01,1.25e-05
1680,842.372862495482,,0.01,1.25e-05
1681,917.2999733611941,,0.01,1.25e-05
1682,561.0878392010927,,0.01,1.25e-05
1683,924.1000039875507,,0.01,1.25e-05
1684,848.8054394423962,,0.01,1.25e-05
1685,775.4098351970315,,0.01,1.25e-05
1686,892.6470641642809,,0.01,1.25e-05
1687,877.900573335588,,0.01,1.25e-05
1688,888.6792524755001,,0.01,1.25e-05
1689,877.8597690090537,,0.01,1.25e-05
1690,677.3584959581494,,0.01,1.25e-05
1691,889.5104746595025,,0.01,1.25e-05
1692,884.7094539999962,,0.01,1.25e-05
1693,866.9117701500654,,0.01,1.25e-05
1694,885.2070965766907,,0.01,1.25e-05
1695,868.2539401128888,,0.01,1.25e-05
1696,884.6743361800909,,0.01,1.25e-05
1697,836.5671833306551,,0.01,1.25e-05
1698,855.271573446691,,0.01,1.25e-05
1699,905.5999718606472,,0.01,1.25e-05
1700,602.8985391035676,800.0214829487062,0.01,1.25e-05
1701,868.6410971358418,,0.01,1.25e-05
1702,399.9999853596091,,0.01,1.25e-05
1703,866.7896583974361,,0.01,1.25e-05
1704,848.6301106140018,,0.01,1.25e-05
1705,881.3433034345508,,0.01,1.25e-05
1706,881.6176523193717,,0.01,1.25e-05
1707,887.5389242917299,,0.01,1.25e-05
1708,893.7694537937641,,0.01,1.25e-05
1709,939.9999966621399,,0.01,1.25e-05
1710,877.7777851521969,,0.01,1.25e-05
1711,874.9216288775206,,0.01,1.25e-05
1712,841.6058124899864,,0.01,1.25e-05
1713,875.8620785027742,,0.01,1.25e-05
1714,881.0606201067567,,0.01,1.25e-05
1715,879.7979582175612,,0.01,1.25e-05
1716,936.1999811977148,,0.01,1.25e-05
1717,874.4409029111266,,0.01,1.25e-05
1718,865.3178797289729,,0.01,1.25e-05
1719,886.1591526791453,,0.01,1.25e-05
1720,876.4309550151229,,0.01,1.25e-05
1721,872.5085628777742,,0.01,1.25e-05
1722,847.368436485529,,0.01,1.25e-05
1723,859.1836899518967,,0.01,1.25e-05
1724,863.8554216474295,,0.01,1.25e-05
1725,823.0769183263183,,0.01,1.25e-05
1726,896.0000223368406,,0.01,1.25e-05
1727,859.0642976239324,,0.01,1.25e-05
1728,871.4285867288709,,0.01,1.25e-05
1729,873.2441336512566,,0.01,1.25e-05
1730,869.5817749351263,,0.01,1.25e-05
1731,850.7246003523469,,0.01,1.25e-05
1732,862.0689748004079,,0.01,1.25e-05
1733,869.8996520861983,,0.01,1.25e-05
1734,896.5517338141799,,0.01,1.25e-05
1735,877.4919864758849,,0.01,1.25e-05
1736,686.1635313257575,,0.01,1.25e-05
1737,261.90475026518106,,0.01,1.25e-05
1738,923.3999784588814,,0.01,1.25e-05
1739,883.660100132227,,0.01,1.25e-05
1740,866.2162457257509,,0.01,1.25e-05
1741,885.7143013626337,,0.01,1.25e-05
1742,876.2711672633886,,0.01,1.25e-05
1743,875.9449892789125,,0.01,1.25e-05
1744,879.757058441639,,0.01,1.25e-05
1745,880.6201629936695,,0.01,1.25e-05
1746,847.8827617540956,,0.01,1.25e-05
1747,662.7118489593267,,0.01,1.25e-05
1748,937.4999797865748,,0.01,1.25e-05
1749,923.5000367611647,,0.01,1.25e-05
1750,934.5999898016453,,0.01,1.25e-05
1751,896.4028725326061,,0.01,1.25e-05
1752,943.5999712124467,,0.01,1.25e-05
1753,892.8571587279439,,0.01,1.25e-05
1754,456.7375858128071,,0.01,1.25e-05
1755,845.7626931369305,,0.01,1.25e-05
1756,878.4946048855782,,0.01,1.25e-05
1757,866.4179300665855,,0.01,1.25e-05
1758,872.7891324833035,,0.01,1.25e-05
1759,892.5926002040505,,0.01,1.25e-05
1760,852.5423540323973,,0.01,1.25e-05
1761,873.7704910263419,,0.01,1.25e-05
1762,887.0968092083931,,0.01,1.25e-05
1763,873.1543447375298,,0.01,1.25e-05
1764,940.4000210613012,,0.01,1.25e-05
1765,941.2000084891915,,0.01,1.25e-05
1766,881.8182022497058,,0.01,1.25e-05
1767,857.7922254502773,,0.01,1.25e-05
1768,944.0999933406711,,0.01,1.25e-05
1769,699.9999909177423,,0.01,1.25e-05
1770,877.1863377913833,,0.01,1.25e-05
1771,513.3721024170518,,0.01,1.25e-05
1772,861.2676266282797,,0.01,1.25e-05
1773,419.7368320301175,,0.01,1.25e-05
1774,933.8000219464302,,0.01,1.25e-05
1775,876.3513812869787,,0.01,1.25e-05
1776,869.1780552640557,,0.01,1.25e-05
1777,929.2999808341265,,0.01,1.25e-05
1778,889.0110188052058,,0.01,1.25e-05
1779,871.962600633502,,0.01,1.25e-05
1780,878.2608538195491,,0.01,1.25e-05
1781,865.7533974424005,,0.01,1.25e-05
1782,877.4193894937634,,0.01,1.25e-05
1783,854.703814946115,,0.01,1.25e-05
1784,941.1999761760235,,0.01,1.25e-05
1785,927.8999824970961,,0.01,1.25e-05
1786,879.0940586328506,,0.01,1.25e-05
1787,889.4366412833333,,0.01,1.25e-05
1788,868.3544639721513,,0.01,1.25e-05
1789,883.5391010344028,,0.01,1.25e-05
1790,937.9999716356397,,0.01,1.25e-05
1791,869.1780552640557,,0.01,1.25e-05
1792,875.5244609564543,,0.01,1.25e-05
1793,888.8059903606772,,0.01,1.25e-05
1794,878.2608537226915,,0.01,1.25e-05
1795,937.700031362474,,0.01,1.25e-05
1796,875.8620783090591,,0.01,1.25e-05
1797,881.5498059764504,,0.01,1.25e-05
1798,873.3840562179685,,0.01,1.25e-05
1799,877.6119602620602,,0.01,1.25e-05
1800,876.8976843804121,877.4342186088431,0.01,1.25e-05
1801,840.0000032186508,,0.01,1.25e-05
1802,871.5302253365517,,0.01,1.25e-05
1803,852.205887593329,,0.01,1.25e-05
1804,857.654749006033,,0.01,1.25e-05
1805,861.2903566360474,,0.01,1.25e-05
1806,883.8710026368499,,0.01,1.25e-05
1807,896.7213105261326,,0.01,1.25e-05
1808,878.0220076590776,,0.01,1.25e-05
1809,878.5714441910386,,0.01,1.25e-05
1810,573.7160164192319,,0.01,1.25e-05
1811,936.599977850914,,0.01,1.25e-05
1812,883.9743833690882,,0.01,1.25e-05
1813,896.415751427412,,0.01,1.25e-05
1814,893.8461255431175,,0.01,1.25e-05
1815,870.2602356374264,,0.01,1.25e-05
1816,893.26597160846,,0.01,1.25e-05
1817,110.9090873003006,,0.01,1.25e-05
1818,883.6065567061305,,0.01,1.25e-05
1819,876.744158834219,,0.01,1.25e-05
1820,850.3310957252979,,0.01,1.25e-05
1821,890.476160928607,,0.01,6.25e-06
1822,876.6666699796915,,0.01,6.25e-06
1823,871.6088680401444,,0.01,6.25e-06
1824,934.0999813601375,,0.01,6.25e-06
1825,935.7999795675278,,0.01,6.25e-06
1826,878.3393298238516,,0.01,6.25e-06
1827,884.3260174021125,,0.01,6.25e-06
1828,886.6220598146319,,0.01,6.25e-06
1829,857.7464997842908,,0.01,6.25e-06
1830,938.2999824807048,,0.01,6.25e-06
1831,930.799994982779,,0.01,6.25e-06
1832,871.2230165079236,,0.01,6.25e-06
1833,857.7922253534198,,0.01,6.25e-06
1834,859.0443470701575,,0.01,6.25e-06
1835,851.5570769906044,,0.01,6.25e-06
1836,302.3668614849448,,0.01,6.25e-06
1837,892.6740227788687,,0.01,6.25e-06
1838,865.2777661979198,,0.01,6.25e-06
1839,863.6363531574607,,0.01,6.25e-06
1840,924.7999822497368,,0.01,6.25e-06
1841,928.8000191375613,,0.01,6.25e-06
1842,940.4999857097864,,0.01,6.25e-06
1843,874.5454440638423,,0.01,6.25e-06
1844,934.700016900897,,0.01,6.25e-06
1845,910.9999870210886,,0.01,6.25e-06
1846,856.5217237919569,,0.01,6.25e-06
1847,893.4426219984889,,0.01,6.25e-06
1848,939.6000136137009,,0.01,6.25e-06
1849,879.3103544041514,,0.01,6.25e-06
1850,869.594624504447,,0.01,6.25e-06
1851,864.4127877801657,,0.01,6.25e-06
1852,876.666670076549,,0.01,6.25e-06
1853,870.1492735296488,,0.01,6.25e-06
1854,842.8571576550603,,0.01,6.25e-06
1855,861.672456137836,,0.01,6.25e-06
1856,875.609770424664,,0.01,6.25e-06
1857,946.2999938502908,,0.01,6.25e-06
1858,932.8999693468213,,0.01,6.25e-06
1859,810.2989779114723,,0.01,6.25e-06
1860,672.8813403993845,,0.01,6.25e-06
1861,874.3590038791299,,0.01,6.25e-06
1862,931.3999737650156,,0.01,6.25e-06
1863,940.1000151410699,,0.01,6.25e-06
1864,939.3999716565013,,0.01,6.25e-06
1865,929.3999786451459,,0.01,6.25e-06
1866,884.9849753826857,,0.01,6.25e-06
1867,870.3947194069624,,0.01,6.25e-06
1868,944.0999907404184,,0.01,6.25e-06
1869,558.7838035002351,,0.01,6.25e-06
1870,878.7234004661441,,0.01,6.25e-06
1871,886.5771634057164,,0.01,6.25e-06
1872,862.8252911940217,,0.01,6.25e-06
1873,859.3220150247216,,0.01,6.25e-06
1874,867.3202317208052,,0.01,6.25e-06
1875,834.9314812272787,,0.01,6.25e-06
1876,880.0000034272671,,0.01,6.25e-06
1877,857.0312719494104,,0.01,6.25e-06
1878,892.4812173321843,,0.01,6.25e-06
1879,838.5665321946144,,0.01,6.25e-06
1880,868.4210685417056,,0.01,6.25e-06
1881,875.9449888989329,,0.01,6.25e-06
1882,871.6981253325939,,0.01,6.25e-06
1883,862.7328883334994,,0.01,6.25e-06
1884,836.8421205058694,,0.01,6.25e-06
1885,808.3969185873866,,0.01,6.25e-06
1886,927.2999865785241,,0.01,6.25e-06
1887,929.1000085771084,,0.01,6.25e-06
1888,872.318322442472,,0.01,6.25e-06
1889,844.6494372710586,,0.01,6.25e-06
1890,858.4570078253746,,0.01,6.25e-06
1891,896.0317392125726,,0.01,6.25e-06
1892,831.0344917848706,,0.01,6.25e-06
1893,869.040253803134,,0.01,6.25e-06
1894,492.8143693357706,,0.01,6.25e-06
1895,250.7692197933793,,0.01,6.25e-06
1896,871.631201416254,,0.01,6.25e-06
1897,877.1241533756256,,0.01,6.25e-06
1898,885.18519282341,,0.01,6.25e-06
1899,872.9730028957129,,0.01,6.25e-06
1900,863.576128423214,807.822993118523,0.01,6.25e-06
1901,882.3009016513824,,0.01,6.25e-06
1902,855.0172844529152,,0.01,6.25e-06
1903,944.8000136390328,,0.01,6.25e-06
1904,857.1984641253948,,0.01,6.25e-06
1905,861.0389788597822,,0.01,6.25e-06
1906,865.3679756969213,,0.01,6.25e-06
1907,852.3809685409069,,0.01,6.25e-06
1908,861.90473356843,,0.01,6.25e-06
1909,892.5926002040505,,0.01,6.25e-06
1910,178.10650661587715,,0.01,6.25e-06
1911,597.36840788275,,0.01,6.25e-06
1912,882.7586301118135,,0.01,6.25e-06
1913,871.223016411066,,0.01,6.25e-06
1914,873.5099025666714,,0.01,6.25e-06
1915,879.7979584112763,,0.01,6.25e-06
1916,813.6212377175689,,0.01,6.25e-06
1917,813.3573815152049,,0.01,6.25e-06
1918,864.6643232926726,,0.01,6.25e-06
1919,837.0860626474023,,0.01,6.25e-06
1920,689.0909001082182,,0.01,6.25e-06
1921,856.1403214856982,,0.01,6.25e-06
1922,892.094843506813,,0.01,6.25e-06
1923,884.0255675464869,,0.01,6.25e-06
1924,867.3202324807644,,0.01,6.25e-06
1925,869.512209251523,,0.01,6.25e-06
1926,837.3040738105774,,0.01,6.25e-06
1927,822.8070324361324,,0.01,6.25e-06
1928,871.7742078900337,,0.01,6.25e-06
1929,875.5244608595967,,0.01,6.25e-06
1930,926.5000040233135,,0.01,6.25e-06
1931,858.0419436097145,,0.01,6.25e-06
1932,886.4406587034464,,0.01,6.25e-06
1933,939.8999857008457,,0.01,6.25e-06
1934,848.6301102340221,,0.01,6.25e-06
1935,856.3758215233684,,0.01,6.25e-06
1936,896.3099531680346,,0.01,6.25e-06
1937,870.4918024986982,,0.01,6.25e-06
1938,923.4000127762556,,0.01,6.25e-06
1939,863.5258363038301,,0.01,6.25e-06
1940,409.1463482826948,,0.01,6.25e-06
1941,871.3376037701964,,0.01,6.25e-06
1942,889.6193601414561,,0.01,6.25e-06
1943,877.5641266927123,,0.01,6.25e-06
1944,840.9836056530476,,0.01,6.25e-06
1945,872.3183225393295,,0.01,6.25e-06
1946,628.9377503320575,,0.01,6.25e-06
1947,880.5194986388087,,0.01,6.25e-06
1948,880.8917440548539,,0.01,6.25e-06
1949,858.4905728623271,,0.01,6.25e-06
1950,929.8999777510762,,0.01,6.25e-06
1951,872.2222105711699,,0.01,6.25e-06
1952,879.5221619457006,,0.01,6.25e-06
1953,872.1254175379872,,0.01,6.25e-06
1954,941.199995405972,,0.01,6.25e-06
1955,813.6690598726273,,0.01,6.25e-06
1956,264.7798777744174,,0.01,6.25e-06
1957,868.8581149801612,,0.01,6.25e-06
1958,933.899976067245,,0.01,6.25e-06
1959,883.818772226572,,0.01,6.25e-06
1960,928.6999963968992,,0.01,6.25e-06
1961,937.8000079542398,,0.01,6.25e-06
1962,942.8000135868788,,0.01,6.25e-06
1963,824.2902543470263,,0.01,6.25e-06
1964,919.5999836847186,,0.01,6.25e-06
1965,867.2131139710546,,0.01,6.25e-06
1966,874.6376656591892,,0.01,6.25e-06
1967,849.8525234535336,,0.01,6.25e-06
1968,846.6191946491599,,0.01,6.25e-06
1969,883.9228548184037,,0.01,6.25e-06
1970,886.7109367325902,,0.01,6.25e-06
1971,858.9552435278893,,0.01,6.25e-06
1972,867.9715069383383,,0.01,6.25e-06
1973,889.3993059843779,,0.01,6.25e-06
1974,892.753607429564,,0.01,6.25e-06
1975,889.7959353327751,,0.01,6.25e-06
1976,836.6666696742177,,0.01,6.25e-06
1977,855.6962354704738,,0.01,6.25e-06
1978,851.4563128426671,,0.01,6.25e-06
1979,939.1000149324536,,0.01,6.25e-06
1980,871.9298405349255,,0.01,6.25e-06
1981,872.6962235271931,,0.01,6.25e-06
1982,661.9047745540738,,0.01,6.25e-06
1983,868.3544638752937,,0.01,6.25e-06
1984,870.5882407650352,,0.01,6.25e-06
1985,870.4918025955558,,0.01,6.25e-06
1986,840.1197587251663,,0.01,6.25e-06
1987,883.818772226572,,0.01,6.25e-06
1988,842.2382472902536,,0.01,6.25e-06
1989,869.0402539968491,,0.01,6.25e-06
1990,932.5999964550138,,0.01,6.25e-06
1991,874.6835781261325,,0.01,6.25e-06
1992,858.5798776969314,,0.01,6.25e-06
1993,853.7571865543723,,0.01,6.25e-06
1994,849.832762889564,,0.01,6.25e-06
1995,943.1000222787261,,0.01,6.25e-06
1996,847.5409827083349,,0.01,6.25e-06
1997,930.900017619133,,0.01,6.25e-06
1998,860.1328643634915,,0.01,6.25e-06
1999,845.848355717957,,0.01,6.25e-06
